cluster_id,count_inits,x_star_x,x_star_y,f_star_mean,f_star_min,f_star_max,iters_mean
4,8,7.870253476629051,3.2171657669187175,-1.9495713188933979,-1.949571318893421,-1.9495713188933532,5.375
1,13,3.0079280118989615,1.8021629831227879,-1.0696185522831192,-1.0696185522832073,-1.0696185522828747,7.384615384615385
0,7,1.4690565137249578,1.273498341464818,-1.063179163257897,-1.063179163257936,-1.0631791632578396,6.285714285714286
5,8,5.3974392967941185,2.2857250374128695,-1.017449279879767,-1.0174492798798065,-1.017449279879557,6.125
3,12,6.617227115870215,6.697914175584657,-1.0000391202179457,-1.0000391202179693,-1.000039120217759,3.4166666666666665
2,12,2.539653996381657,7.356442808460913,-1.0000006696905528,-1.0000006696905541,-1.0000006696905401,3.0833333333333335
